City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,Bonavista,48.6499,-53.1147,28.09,71,4,10.0,CA,2022-12-01 01:05:01
289,Jumla,29.2747,82.1838,39.92,18,0,5.75,NP,2022-12-01 01:05:01
290,Camapua,-19.5314,-54.0439,78.87,48,98,8.95,BR,2022-12-01 01:05:01
291,Chokwe,-24.5333,32.9833,65.71,90,0,5.1,MZ,2022-12-01 01:05:02
292,Mukhen,48.1,136.1,-2.47,80,100,14.94,RU,2022-12-01 01:05:02
293,Houma,29.5958,-90.7195,60.01,59,0,13.8,US,2022-12-01 01:05:03
294,Komsomolskiy,40.4272,71.7189,50.72,62,40,20.71,UZ,2022-12-01 01:04:14
295,Lavrentiya,65.5833,-171.0,20.1,91,90,6.98,RU,2022-12-01 01:04:11
296,La Rioja,42.25,-2.5,29.98,88,18,2.95,ES,2022-12-01 01:05:04
297,Pucallpa,-8.3791,-74.5539,82.44,74,40,0.0,PE,2022-12-01 01:05:04
298,San Francisco,37.7749,-122.4194,55.22,74,75,8.01,US,2022-12-01 01:02:54
299,Roald,62.5833,6.1333,42.75,93,75,9.22,NO,2022-12-01 01:03:53
300,Sur,22.5667,59.5289,72.23,57,93,1.16,OM,2022-12-01 01:05:05
301,Richards Bay,-28.783,32.0377,65.34,90,100,6.46,ZA,2022-12-01 01:05:06
302,Andros Town,24.7,-77.7667,75.16,77,23,12.88,BS,2022-12-01 01:05:06
303,Bambous Virieux,-20.3428,57.7575,72.21,73,89,5.75,MU,2022-12-01 01:03:28
304,Berlevag,70.8578,29.0864,32.0,86,20,11.5,NO,2022-12-01 01:05:08
305,Viedma,-40.8135,-62.9967,56.32,65,19,11.88,AR,2022-12-01 01:00:32
306,Mayo,38.8876,-76.5119,49.98,41,0,13.8,US,2022-12-01 01:05:08
307,The Valley,18.217,-63.0578,79.11,73,0,20.92,AI,2022-12-01 01:02:39
308,Moussoro,13.6408,16.4901,71.44,19,32,9.13,TD,2022-12-01 01:05:10
309,Itarema,-2.9248,-39.9167,79.2,73,67,12.57,BR,2022-12-01 01:05:10
310,Janoshalma,46.2986,19.3258,37.29,82,74,4.74,HU,2022-12-01 01:05:11
311,Nome,64.5011,-165.4064,28.47,80,20,21.85,US,2022-12-01 01:00:45
312,Zhezkazgan,47.8043,67.7144,18.93,92,99,5.88,KZ,2022-12-01 01:05:12
313,Pemba,-12.974,40.5178,75.61,82,30,8.63,MZ,2022-12-01 01:05:13
314,Sakakah,29.9697,40.2064,57.02,68,0,2.98,SA,2022-12-01 01:05:14
315,Gambela,8.25,34.5833,74.84,61,55,4.23,ET,2022-12-01 01:05:14
316,Dickinson,29.4608,-95.0513,58.95,52,0,5.01,US,2022-12-01 01:02:04
317,Eldoret,0.5204,35.2699,55.56,85,100,14.83,KE,2022-12-01 01:00:44
318,Rudbar,30.15,62.6,55.36,47,100,4.94,AF,2022-12-01 01:05:15
319,Orodara,10.9492,-4.9342,72.79,32,30,2.42,BF,2022-12-01 01:05:16
320,Los Llanos De Aridane,28.6585,-17.9182,64.15,75,100,8.05,ES,2022-12-01 01:03:02
321,Anloga,5.7947,0.8973,80.2,80,66,6.78,GH,2022-12-01 01:06:17
322,Vanimo,-2.6741,141.3028,81.1,85,100,3.76,PG,2022-12-01 01:06:17
323,Steamboat Springs,40.485,-106.8317,25.36,74,0,1.01,US,2022-12-01 01:06:17
324,Coquimbo,-29.9533,-71.3436,59.85,84,40,5.44,CL,2022-12-01 01:01:50
325,Mogadishu,2.0371,45.3438,79.16,77,85,12.24,SO,2022-12-01 01:03:02
326,Tasiilaq,65.6145,-37.6368,37.56,93,100,18.99,GL,2022-12-01 01:06:18
327,Grand Forks,47.9417,-97.4337,2.93,78,0,3.44,US,2022-12-01 01:06:19
328,Port-Gentil,-0.7193,8.7815,78.64,84,100,10.6,GA,2022-12-01 01:01:29
329,Beringovskiy,63.05,179.3167,29.26,90,100,10.38,RU,2022-12-01 01:06:20
330,Bintulu,3.1667,113.0333,79.36,86,95,5.06,MY,2022-12-01 01:01:33
331,Develi,38.3906,35.4922,34.95,89,100,3.96,TR,2022-12-01 01:06:20
332,Mezhdurechensk,53.6942,88.0603,-11.0,98,5,1.77,RU,2022-12-01 01:06:21
333,Senador Guiomard,-10.1522,-67.7392,82.15,66,33,5.53,BR,2022-12-01 01:06:22
334,Pangnirtung,66.1451,-65.7125,-20.49,83,6,4.5,CA,2022-12-01 01:06:22
335,Mairwa,26.2333,84.15,58.37,62,0,5.35,IN,2022-12-01 01:06:23
336,Torbay,47.6666,-52.7314,23.5,62,0,8.21,CA,2022-12-01 01:03:19
337,Chimbote,-9.0853,-78.5783,66.85,80,77,6.85,PE,2022-12-01 01:06:23
338,Celestun,20.8667,-90.4,78.46,84,24,15.9,MX,2022-12-01 01:06:24
339,Pangai,-19.8,-174.35,80.38,79,12,13.13,TO,2022-12-01 01:06:24
340,Srednekolymsk,67.45,153.6833,-11.85,98,100,4.21,RU,2022-12-01 01:04:30
341,Jiwani,25.05,61.7417,75.96,32,100,5.28,PK,2022-12-01 01:04:54
342,Macenta,8.5435,-9.471,67.93,90,47,0.56,GN,2022-12-01 01:06:25
343,Cody,44.5263,-109.0565,21.4,73,0,0.0,US,2022-12-01 01:06:25
344,Nioki,-2.7167,17.6833,66.61,99,100,1.45,CD,2022-12-01 01:06:26
345,Yelizovo,53.1873,158.3805,30.34,74,20,7.0,RU,2022-12-01 01:06:27
346,Coahuayana,18.7333,-103.6833,76.69,87,32,1.92,MX,2022-12-01 01:06:12
347,Morros,-9.4467,-46.3003,71.15,90,100,2.8,BR,2022-12-01 01:06:27
348,Karema,-6.8205,30.4389,69.57,88,100,4.81,TZ,2022-12-01 01:06:28
349,Chuy,-33.6971,-53.4616,69.1,91,32,13.73,UY,2022-12-01 01:05:54
350,Wattegama,6.7989,81.4808,72.81,93,100,2.26,LK,2022-12-01 01:06:28
351,Dhidhdhoo,6.8833,73.1,81.32,69,18,3.51,MV,2022-12-01 01:06:29
352,Portland,45.5234,-122.6762,43.61,94,100,5.99,US,2022-12-01 01:03:52
353,Hokitika,-42.7167,170.9667,60.31,68,38,15.14,NZ,2022-12-01 01:06:30
354,Sinjar,36.3209,41.8754,53.28,88,57,3.4,IQ,2022-12-01 01:06:30
355,Roma,43.2128,-75.4557,38.52,75,100,19.57,US,2022-12-01 01:03:48
356,Ramnagar,29.4,79.1167,57.27,76,0,3.02,IN,2022-12-01 01:06:31
357,Henties Bay,-22.116,14.2845,60.21,88,6,6.44,NA,2022-12-01 01:06:31
358,Mayor Pablo Lagerenza,-19.9309,-60.7718,72.27,77,17,1.81,PY,2022-12-01 01:06:32
359,Vestmannaeyjar,63.4427,-20.2734,45.7,74,99,26.6,IS,2022-12-01 01:06:32
360,Havelock,34.8791,-76.9013,62.94,88,0,8.05,US,2022-12-01 01:07:32
361,Maddela,16.3414,121.6849,78.51,87,61,3.18,PH,2022-12-01 01:07:33
362,Irituia,-1.7711,-47.4381,75.85,83,34,3.51,BR,2022-12-01 01:07:33
363,Uppsala,60.0,17.75,29.71,100,100,1.14,SE,2022-12-01 01:07:34
364,Folldal,62.1325,9.9968,21.25,95,89,2.98,NO,2022-12-01 01:07:34
365,Rameshki,57.3439,36.0453,6.98,95,100,3.85,RU,2022-12-01 01:07:35
366,Santa Cruz,-17.8,-63.1667,74.66,83,75,13.8,BO,2022-12-01 01:05:30
367,Matara,5.9485,80.5353,75.34,88,100,2.89,LK,2022-12-01 01:07:35
368,Dingle,10.9995,122.6711,80.64,83,86,12.28,PH,2022-12-01 01:07:36
369,Parintins,-2.6283,-56.7358,79.68,73,33,2.17,BR,2022-12-01 01:07:36
370,Damphu,27.0721,90.1096,52.34,58,7,5.3,BT,2022-12-01 01:07:37
371,Maniitsoq,65.4167,-52.9,19.65,73,90,33.46,GL,2022-12-01 01:07:28
372,Middle Island,40.8843,-72.9373,54.16,77,100,17.27,US,2022-12-01 01:07:37
373,Belonia,23.2528,91.4514,68.07,67,3,3.87,IN,2022-12-01 01:07:14
374,Urazovo,50.0836,38.0395,27.19,48,100,13.18,RU,2022-12-01 01:07:38
375,Bathsheba,13.2167,-59.5167,78.13,79,12,16.75,BB,2022-12-01 01:07:38
376,Krasnyy Chikoy,50.3643,108.7512,-3.53,86,100,6.15,RU,2022-12-01 01:07:39
377,Mehamn,71.0357,27.8492,31.95,86,100,5.75,NO,2022-12-01 01:07:39
378,Mazagao,-0.115,-51.2894,78.85,85,59,5.48,BR,2022-12-01 01:07:39
379,Arman,59.7,150.1667,21.02,88,100,2.62,RU,2022-12-01 01:07:40
380,Domoni,-12.2569,44.5319,76.44,80,7,1.12,KM,2022-12-01 01:07:40
381,Shingu,33.7333,135.9833,51.19,53,79,4.36,JP,2022-12-01 01:07:41
382,Sumbe,-11.2061,13.8437,76.73,87,100,7.43,AO,2022-12-01 01:04:24
383,Mayya,61.7333,130.2811,-35.28,97,100,5.61,RU,2022-12-01 01:07:41
384,Saint George,37.1041,-113.5841,51.94,29,0,6.91,US,2022-12-01 01:07:06
385,Akureyri,65.6835,-18.0878,43.45,95,100,10.65,IS,2022-12-01 01:07:42
386,Salalah,17.0151,54.0924,73.49,68,0,4.61,OM,2022-12-01 01:07:42
387,Lincoln,40.8,-96.667,26.02,59,0,3.44,US,2022-12-01 01:06:41
388,Marawi,7.9986,124.2928,76.48,74,45,3.22,PH,2022-12-01 01:07:43
389,Yuli,9.6989,10.2744,69.03,27,80,5.35,NG,2022-12-01 01:07:43
390,Oksfjord,70.2396,22.3479,32.18,91,45,2.35,NO,2022-12-01 01:07:43
391,Broken Hill,-31.95,141.4333,73.62,32,44,16.75,AU,2022-12-01 01:07:44
392,Hofn,64.2539,-15.2082,47.3,96,100,14.03,IS,2022-12-01 01:07:44
393,Nioro,13.35,-15.75,74.66,45,86,6.49,GM,2022-12-01 01:06:56
394,Cordoba,-31.4135,-64.1811,71.76,69,0,4.61,AR,2022-12-01 01:05:01
395,Mount Gambier,-37.8333,140.7667,66.07,57,37,9.04,AU,2022-12-01 01:07:45
396,Constantine,36.365,6.6147,43.61,81,11,2.91,DZ,2022-12-01 01:03:02
397,Tlaquepaque,20.65,-103.3167,71.11,33,40,3.44,MX,2022-12-01 01:07:46
398,Kahului,20.8947,-156.47,80.96,76,40,13.8,US,2022-12-01 01:07:46
399,Neuquen,-38.9516,-68.0591,69.69,24,0,3.44,AR,2022-12-01 01:06:28
400,Allanridge,-27.7543,26.6438,69.51,44,100,1.32,ZA,2022-12-01 01:07:46
401,Somers Point,39.3176,-74.5946,53.01,55,100,16.11,US,2022-12-01 01:07:47
402,Hay River,60.8156,-115.7999,-15.0,93,35,7.56,CA,2022-12-01 01:07:09
403,Ranong,9.9658,98.6348,78.06,87,100,4.23,TH,2022-12-01 01:07:47
404,Ruski Krstur,45.5628,19.4158,41.02,76,88,10.94,RS,2022-12-01 01:07:48
405,Coffs Harbour,-30.3,153.1333,63.14,94,75,9.22,AU,2022-12-01 01:04:26
406,Szydlowiec,51.2282,20.8611,33.44,97,91,6.26,PL,2022-12-01 01:07:48
407,Dong Xoai,11.5333,106.9167,75.69,87,100,5.32,VN,2022-12-01 01:07:49
408,Ust-Omchug,61.15,149.6333,-15.47,96,100,5.84,RU,2022-12-01 01:07:49
409,Laguna,38.421,-121.4238,55.9,57,0,5.75,US,2022-12-01 01:08:50
410,Mont-De-Marsan,44.0,-0.6667,42.78,100,100,3.44,FR,2022-12-01 01:08:50
411,Manga,11.6636,-1.0731,73.94,23,50,6.24,BF,2022-12-01 01:08:50
412,Esperance,-33.8667,121.9,79.03,41,0,14.9,AU,2022-12-01 01:05:37
413,Yuanping,38.7153,112.7575,13.75,19,0,2.75,CN,2022-12-01 01:08:51
414,Honavar,14.2833,74.45,69.85,62,11,6.62,IN,2022-12-01 01:08:51
415,Riwaka,-41.0833,173.0,68.49,47,6,6.67,NZ,2022-12-01 01:08:52
416,Ciudad Real,39.0,-4.0,47.14,80,87,3.0,ES,2022-12-01 01:08:52
417,Sishui,35.6489,117.2758,25.47,15,100,2.19,CN,2022-12-01 01:05:16
418,Gazanjyk,39.2446,55.5154,39.02,17,100,14.72,TM,2022-12-01 01:08:53
419,Palmer,42.1584,-72.3287,53.15,72,75,18.41,US,2022-12-01 01:08:53
420,Dunedin,-45.8742,170.5036,58.8,70,99,1.99,NZ,2022-12-01 01:08:54
421,Vrangel,42.7297,133.0839,16.74,53,98,22.55,RU,2022-12-01 01:08:54
422,Kikwit,-5.041,18.8162,68.09,99,99,1.54,CD,2022-12-01 01:08:55
423,Cascais,38.6979,-9.4215,55.51,94,100,13.0,PT,2022-12-01 01:06:57
424,Merauke,-8.4667,140.3333,84.18,72,93,12.12,ID,2022-12-01 01:08:55
425,Ulladulla,-35.35,150.4667,65.32,66,82,5.73,AU,2022-12-01 01:08:56
426,Kuandian,40.7286,124.7847,12.83,30,0,10.96,CN,2022-12-01 01:08:56
427,Melo,-32.3667,-54.1833,71.19,81,56,14.58,UY,2022-12-01 01:08:57
428,Ancud,-41.8697,-73.8203,46.22,73,6,5.03,CL,2022-12-01 01:08:57
429,Matadi,-5.8167,13.45,75.45,90,100,1.52,CD,2022-12-01 01:08:58
430,Paamiut,61.994,-49.6678,25.03,84,99,43.11,GL,2022-12-01 01:08:58
431,Moa,20.6569,-74.9403,79.57,77,51,14.61,CU,2022-12-01 01:08:58
432,Hualmay,-11.0964,-77.6139,67.1,84,88,7.67,PE,2022-12-01 01:08:59
433,Raudeberg,61.9875,5.1352,41.67,72,9,8.61,NO,2022-12-01 01:08:59
434,Kahramanmaras,38.0,37.0,44.22,90,100,0.63,TR,2022-12-01 01:08:59
435,Rio Grande,-32.035,-52.0986,70.79,90,91,16.4,BR,2022-12-01 01:09:00
436,Cabo San Lucas,22.8909,-109.9124,76.05,68,0,4.61,MX,2022-12-01 01:06:35
437,Oriximina,-1.7656,-55.8661,79.0,80,55,4.38,BR,2022-12-01 01:09:00
438,Jundia,-8.9347,-35.5736,72.55,88,100,4.09,BR,2022-12-01 01:09:01
439,Rawson,-43.3002,-65.1023,59.83,55,0,19.93,AR,2022-12-01 01:04:20
440,Mahina,-17.5065,-149.489,85.77,62,75,1.14,PF,2022-12-01 01:09:02
441,Saint-Georges,12.0564,-61.7485,76.24,83,5,9.08,GD,2022-12-01 01:09:02
442,Luxor,25.6989,32.6421,62.78,52,0,4.34,EG,2022-12-01 01:06:03
443,Sioux Lookout,50.1001,-91.917,10.62,88,100,13.87,CA,2022-12-01 01:05:35
444,Kamaishi,39.2667,141.8833,40.1,49,100,3.71,JP,2022-12-01 01:09:03
445,Marienburg,54.0359,19.0266,36.84,86,100,5.32,PL,2022-12-01 01:09:04
446,Nodebo,55.9788,12.3469,38.07,95,100,1.99,DK,2022-12-01 01:09:04
447,San Patricio,28.017,-97.5169,60.84,55,0,11.65,US,2022-12-01 01:09:04
448,Santo Antonio Do Ica,-3.1022,-67.9397,80.22,77,100,3.98,BR,2022-12-01 01:09:05
449,Buchanan,5.8808,-10.0467,78.03,84,100,3.51,LR,2022-12-01 01:09:05
450,Santa Cruz De La Palma,28.6835,-17.7642,68.14,60,100,8.05,ES,2022-12-01 01:09:06
451,Yenagoa,4.9247,6.2642,75.85,91,100,2.95,NG,2022-12-01 01:09:06
452,Lemoore,36.3008,-119.7829,57.42,54,0,6.91,US,2022-12-01 01:09:06
453,Haines Junction,60.7522,-137.5108,0.32,83,97,0.76,CA,2022-12-01 01:09:07
454,Katsuura,35.1333,140.3,56.44,83,100,17.2,JP,2022-12-01 01:09:07
455,Likhoslavl,57.1275,35.464,7.09,95,98,3.98,RU,2022-12-01 01:09:08
456,Asau,46.4333,26.4,31.28,96,100,2.73,RO,2022-12-01 01:06:09
457,Aklavik,68.2191,-135.0107,2.88,97,100,4.27,CA,2022-12-01 01:10:09
458,Olafsvik,64.8945,-23.7142,43.59,80,44,33.6,IS,2022-12-01 01:10:09
459,Narsaq,60.9167,-46.05,28.62,91,78,2.89,GL,2022-12-01 01:07:18
460,Morehead,37.2711,-87.1764,34.95,76,0,0.0,US,2022-12-01 01:10:10
461,Kenora,49.8167,-94.4337,12.78,78,100,8.99,CA,2022-12-01 01:05:33
462,Zyryanka,65.75,150.85,-16.4,96,100,9.48,RU,2022-12-01 01:09:52
463,Avera,33.194,-82.5271,56.71,56,0,13.62,US,2022-12-01 01:10:10
464,Catuday,16.2923,119.8062,81.32,71,10,9.84,PH,2022-12-01 01:10:11
465,Cortez,37.3489,-108.5859,37.71,41,0,0.0,US,2022-12-01 01:10:11
466,Pyapon,16.2833,95.6833,77.97,81,18,4.03,MM,2022-12-01 01:10:12
467,Chicama,-7.8447,-79.1469,66.74,78,100,4.83,PE,2022-12-01 01:10:12
468,Eirunepe,-6.6603,-69.8736,76.51,85,100,3.38,BR,2022-12-01 01:10:12
469,Swellendam,-34.0226,20.4417,64.13,79,27,1.1,ZA,2022-12-01 01:10:13
470,Tommot,58.9564,126.2925,-8.23,92,100,9.73,RU,2022-12-01 01:10:13
471,Badiraguato,25.3667,-107.5167,74.7,36,0,4.0,MX,2022-12-01 01:10:14
472,Cururupu,-1.8283,-44.8683,74.12,95,34,2.91,BR,2022-12-01 01:10:14
473,Bahir Dar,11.5936,37.3908,59.29,57,26,4.09,ET,2022-12-01 01:10:15
474,Juneau,58.3019,-134.4197,15.8,100,20,3.44,US,2022-12-01 01:07:08
475,Turinsk,58.0458,63.696,1.47,91,93,2.91,RU,2022-12-01 01:10:15
476,Bubaque,11.2833,-15.8333,81.82,67,20,15.32,GW,2022-12-01 01:10:16
477,Kasongo-Lunda,-6.4667,16.8167,67.33,96,92,1.21,CD,2022-12-01 01:10:16
478,Puerto Colombia,10.9878,-74.9547,80.11,81,32,19.98,CO,2022-12-01 01:10:17
479,Leh,34.1667,77.5833,16.92,59,66,0.6,IN,2022-12-01 01:10:17
480,Porbandar,21.6422,69.6093,71.26,45,0,10.49,IN,2022-12-01 01:10:18
481,Black River,18.0264,-77.8487,77.04,81,5,2.95,JM,2022-12-01 01:10:18
482,Marzuq,14.4,46.4667,59.43,67,0,1.83,YE,2022-12-01 01:10:19
483,Taicheng,38.731,113.228,10.56,19,0,4.18,CN,2022-12-01 01:10:19
484,Launceston,-41.45,147.1667,66.61,56,100,9.22,AU,2022-12-01 01:10:19
485,Isangel,-19.55,169.2667,85.37,68,87,10.36,VU,2022-12-01 01:10:20
486,Wewak,-3.5534,143.6268,84.09,72,100,4.63,PG,2022-12-01 01:09:19
487,Andrushivka,50.0229,29.0202,12.29,94,37,3.74,UA,2022-12-01 01:10:20
488,Logstor,56.9624,9.2583,36.82,89,80,8.79,DK,2022-12-01 01:10:21
489,Poronaysk,49.2167,143.1167,9.14,64,33,15.64,RU,2022-12-01 01:10:21
490,Brokopondo,4.75,-55.1667,75.29,89,7,7.34,SR,2022-12-01 01:10:22
491,Vila Franca Do Campo,37.7167,-25.4333,60.19,85,4,4.59,PT,2022-12-01 01:10:22
492,Kimbe,-5.5502,150.1429,86.85,66,99,6.08,PG,2022-12-01 01:10:23
493,Kahna Nau,31.3692,74.3653,50.04,93,7,0.0,PK,2022-12-01 01:10:23
494,Deputatskiy,69.3,139.9,-14.15,99,100,3.85,RU,2022-12-01 01:10:24
495,Panacan,9.2463,118.4082,83.71,76,100,14.25,PH,2022-12-01 01:10:24
496,Nantucket,41.2835,-70.0995,59.14,94,100,24.16,US,2022-12-01 01:07:53
497,Kutum,14.2,24.6667,65.84,28,54,5.12,SD,2022-12-01 01:10:25
498,Jutai,-5.1833,-68.9,77.76,83,100,1.21,BR,2022-12-01 01:10:25
499,Kosh-Agach,50.0,88.6667,-14.75,70,1,3.56,RU,2022-12-01 01:10:26
500,Gemena,3.25,19.7667,69.33,94,100,1.7,CD,2022-12-01 01:10:26
501,San Lorenzo,-25.3333,-57.5333,76.14,88,32,0.0,PY,2022-12-01 01:10:26
502,Moindou,-21.6924,165.677,87.12,60,97,2.21,NC,2022-12-01 01:10:27
503,Bud,39.447,-86.1758,30.45,70,0,13.96,US,2022-12-01 01:10:27
504,Kijang,35.2442,129.2139,34.47,23,98,4.21,KR,2022-12-01 01:10:28
505,Flic En Flac,-20.2742,57.3631,72.52,74,19,4.03,MU,2022-12-01 01:11:28
506,Ambilobe,-13.2,49.05,74.86,86,78,0.92,MG,2022-12-01 01:11:29
507,Kununurra,-15.7667,128.7333,91.38,38,96,5.75,AU,2022-12-01 01:07:53
508,Noumea,-22.2763,166.4572,93.18,78,39,8.86,NC,2022-12-01 01:06:46
509,Bay Roberts,47.5999,-53.2648,24.26,65,0,6.55,CA,2022-12-01 01:11:29
510,La Maddalena,41.2142,9.4083,48.25,70,99,15.14,IT,2022-12-01 01:11:30
511,Aden,12.7794,45.0367,78.67,72,3,15.03,YE,2022-12-01 01:11:30
512,Ust-Ishim,57.6935,71.1665,-14.01,96,45,3.29,RU,2022-12-01 01:11:30
513,Prokopyevsk,53.9059,86.719,-16.24,75,5,4.34,RU,2022-12-01 01:10:01
514,Barcelos,41.5388,-8.6151,51.94,87,92,4.74,PT,2022-12-01 01:08:56
515,Yeniseysk,58.4497,92.1703,-1.8,92,100,8.97,RU,2022-12-01 01:11:31
516,Bilma,18.6853,12.9164,63.99,32,0,8.41,NE,2022-12-01 01:11:32
517,Sarangani,5.4033,125.4636,81.7,78,100,18.43,PH,2022-12-01 01:11:32
518,Ayr,55.4627,-4.6339,42.78,93,75,4.61,GB,2022-12-01 01:11:33
519,Mega,4.05,38.3,58.1,60,85,8.28,ET,2022-12-01 01:11:33
520,Usinsk,65.9939,57.5281,-11.9,100,100,4.16,RU,2022-12-01 01:11:34
521,Adre,13.4667,22.2,70.5,27,9,6.22,TD,2022-12-01 01:11:34
522,Indiana,40.0003,-86.2503,29.66,67,0,19.57,US,2022-12-01 01:11:35
523,Teguise,29.0605,-13.564,59.22,72,20,5.75,ES,2022-12-01 01:11:35
524,Santo Domingo,18.5001,-69.9886,76.03,95,75,3.0,DO,2022-12-01 01:09:30
525,Phuket,8.0,98.25,79.02,89,20,0.0,TH,2022-12-01 01:10:53
526,Urumqi,43.801,87.6005,-3.05,71,0,0.0,CN,2022-12-01 01:10:01
527,Worthington,40.0931,-83.018,32.05,66,40,19.57,US,2022-12-01 01:11:36
528,Hervey Bay,-25.2986,152.8535,68.5,92,100,26.13,AU,2022-12-01 01:11:37
529,Robertson,36.5167,-86.8667,41.05,51,20,4.61,US,2022-12-01 01:11:37
530,Binga,-17.6203,27.3414,72.45,49,35,4.61,ZW,2022-12-01 01:11:37
531,Acajutla,13.5928,-89.8275,78.21,80,100,3.78,SV,2022-12-01 01:11:38
532,Tilichiki,60.4667,166.1,32.13,98,100,31.7,RU,2022-12-01 01:11:38
533,Tefe,-3.3542,-64.7114,77.18,90,79,2.68,BR,2022-12-01 01:11:39
534,Coihaique,-45.5752,-72.0662,49.95,53,0,4.61,CL,2022-12-01 01:11:39
535,Chillicothe,39.3331,-82.9824,35.26,58,0,11.5,US,2022-12-01 01:11:39
536,Mpulungu,-8.7623,31.1141,71.19,84,100,4.14,ZM,2022-12-01 01:11:40
537,Keroka,-0.7758,34.9453,55.31,85,100,2.98,KE,2022-12-01 01:11:40
538,Chitrakonda,18.1167,82.0833,62.96,80,1,2.35,IN,2022-12-01 01:11:41
539,Otane,-39.8833,176.6333,68.02,57,90,10.71,NZ,2022-12-01 01:11:41
540,Maryborough,-25.5333,152.7,64.63,94,100,13.38,AU,2022-12-01 01:09:36
541,Pampas,-12.4,-74.9,52.66,84,42,3.33,PE,2022-12-01 01:11:42
542,Hambantota,6.1241,81.1185,75.56,88,95,6.49,LK,2022-12-01 01:11:42
543,Dwarka,22.2394,68.9678,73.02,54,0,10.02,IN,2022-12-01 01:11:42
544,Waingapu,-9.6567,120.2641,83.77,67,99,3.47,ID,2022-12-01 01:11:43
545,Cherskiy,68.75,161.3,8.96,95,100,6.26,RU,2022-12-01 01:11:43
546,Kosa,59.9445,54.9977,9.86,99,91,2.13,RU,2022-12-01 01:11:44
547,Ewa Beach,21.3156,-158.0072,85.37,65,100,10.36,US,2022-12-01 01:08:00
548,Boa Vista,2.8197,-60.6733,80.58,74,0,9.22,BR,2022-12-01 01:07:36
549,Santa Fe,-31.6333,-60.7,79.02,59,100,11.99,AR,2022-12-01 01:10:42
550,Kushmurun,52.4503,64.6311,5.13,89,99,10.18,KZ,2022-12-01 01:11:44
551,Chitral,35.8462,71.7858,42.51,41,21,6.51,PK,2022-12-01 01:11:45
552,Stawell,-37.05,142.7667,63.52,63,41,14.65,AU,2022-12-01 01:12:45
553,Trincomalee,8.5711,81.2335,79.99,77,70,6.76,LK,2022-12-01 01:12:46
554,Datong,40.0936,113.2914,10.56,21,0,8.59,CN,2022-12-01 01:12:46
555,Basay,9.4087,122.64,83.91,73,87,14.9,PH,2022-12-01 01:12:47
556,Bereda,43.2686,-7.5406,44.42,100,71,5.08,ES,2022-12-01 01:12:47
557,Kapit,2.0167,112.9333,77.68,90,100,1.12,MY,2022-12-01 01:12:47
558,Batemans Bay,-35.7167,150.1833,65.1,60,77,4.97,AU,2022-12-01 01:12:48
559,Nizhneangarsk,55.7833,109.55,-5.21,78,100,3.49,RU,2022-12-01 01:12:48
560,Balkanabat,39.5108,54.3671,46.22,25,100,4.45,TM,2022-12-01 01:12:49
561,Gurupa,-1.405,-51.64,76.69,80,73,4.03,BR,2022-12-01 01:12:49
562,Korla,41.7597,86.1469,13.69,22,0,4.74,CN,2022-12-01 01:12:49
563,Tselinnoye,53.0833,85.6667,-12.24,92,5,5.19,RU,2022-12-01 01:12:50
